-45.68333333,-70.26666667,0,0,0,0,1
-42.7,147.2666667,0,1,1,0,0
-40.35,175.65,1,0,0,0,0
-40.23333333,175.2666667,0,0,1,0,0
-40.23333333,175.2666667,0,0,1,0,0
-35.22,149.13,0,1,1,0,0
-22.28333333,117.6666667,1,0,0,0,0
0.283333333,37.88333333,1,0,0,0,0
10.36666667,-66.96666667,1,0,0,0,0
25.75,28.26666667,1,0,0,1,1
33.36666667,103.3833333,0,1,0,0,0
33.624,-117.755,1,0,0,1,0
34.33333333,-106.8333333,1,0,0,0,0
34.96666667,-97.51666667,0,1,0,0,0
34.96666667,-97.51666667,0,1,0,0,0
34.98333333,-97.51666667,0,1,0,0,0
34.98333333,-97.51666667,0,1,0,1,0
35.9,-84.33333333,0,1,1,0,0
36.95,100.85,0,1,0,0,0
37.4,-122.2333333,0,0,1,0,0
37.4,-122.2333333,1,1,1,1,0
37.61666667,101.2,0,1,0,0,0
38.81666667,110.3833333,1,0,0,1,0
39.08333333,-96.58333333,1,0,0,0,0
39.08333333,-96.58333333,0,0,0,0,1
39.08333333,-96.55,1,0,0,0,0
39.18333333,-97.51666667,0,0,0,1,1
39.25,-121.2833333,0,0,0,1,0
40,-105.3,1,0,0,0,0
40.83333333,-104.7166667,0,0,1,0,0
41,-104,0,0,0,1,1
41.18333333,-104.9,0,1,1,1,0
41.18333333,-104.9,0,1,1,0,0
41.35,36.25,1,0,0,0,0
42.03333333,116.2833333,1,1,0,0,0
42.03333333,116.2833333,1,0,0,0,0
42.03333333,116.2833333,1,0,0,1,0
42.03333333,116.2833333,0,1,0,0,0
42.03333333,116.2833333,0,0,0,1,0
42.45,116.6666667,1,0,0,0,0
42.96666667,122.35,1,0,0,0,0
43.33333333,13,1,0,0,0,0
43.45,41.7,1,0,0,1,0
43.48333333,-119.7166667,0,0,0,0,1
43.48333333,-96.58333333,0,0,0,1,0
43.48333333,-96.58333333,0,0,0,1,1
43.63333333,116.7,1,0,0,0,0
44.16666667,116.4666667,1,0,0,1,0
44.28333333,87.93333333,1,0,0,1,0
44.5,123.5166667,1,0,0,1,0
44.8,116.0333333,0,0,0,1,0
45,-93,1,0,1,0,0
45.71666667,3.016666667,0,1,1,0,1
45.78333333,3.083333333,0,0,0,1,1
46.6,8.4,0,0,1,0,0
46.66666667,6.25,0,0,1,0,0
47.03333333,105.95,1,0,0,0,0
47.11666667,7.366666667,1,0,1,0,0
47.55,7.566666667,0,0,1,0,0
48.81666667,16,0,0,0,1,1
49.470919,-112.94025,0,1,0,1,1
49.5,18.53333333,0,0,0,1,1
49.71666667,15.96666667,0,0,0,1,1
50.85,5.9,1,0,0,0,0
51.76666667,-1.313,0,1,0,1,1
53.33333333,-1.9119,0,1,0,1,1
56.43333333,-122,0,0,0,1,1
59.8,17.63333333,0,0,1,0,0
