-45.68333333,-70.26666667,8.4
-42.7,147.2666667,11.6
-40.35,175.65,12.8
-40.35,175.65,12.8
-35.36666667,149.2166667,11.6
-22.28333333,117.6666667,25
31.68333333,103.8833333,8.9
31.68333333,103.8833333,8.9
33.61666667,-117.75,23
34.96666667,-97.51666667,16
34.96666667,-97.51666667,16.3
34.96666667,-97.51666667,16.3
34.98333333,-97.51666667,16.3
35.9,-84.33333333,28.5
36.81666667,-2.25,17
37,-2.433333333,17
37.08333333,-2.35,17
37.4,-122.2333333,5
37.4,-122.2333333,11
37.4,-122.2166667,15
37.61666667,101.2,-2
39.08333333,-96.58333333,11
39.08333333,-96.58333333,15
39.08333333,-96.58333333,15
39.08333333,-96.58333333,24
39.08333333,-96.58333333,27
39.08333333,-96.58333333,27
39.25,-121.2833333,16
39.73333333,-123.6166667,15
40.4,-86.9,20.3
40.83333333,-104.7166667,15.6
41.18333333,-104.9,15
41.18333333,-104.9,15
41.35,36.25,5
42.03333333,105.95,0.4
42.03333333,116.2833333,2
42.03333333,116.2833333,2.1
42.03333333,116.2833333,2.1
42.03333333,116.2833333,2.1
42.08333333,116.2833333,2.1
42.08333333,116.2833333,3.3
42.45,116.6666667,2.1
43.43333333,115.5333333,0.6
43.48333333,-119.7166667,15
44.01666667,116.4666667,0.6
44.48333333,117.2,0.6
45,-93,11
45.71666667,3.016666667,8.7
49.46666667,-112.9333333,10.2
50.85,5.9,17
