-40.35,175.65,3,0,0,0,0
49.470919,-112.94025,0,15,0,9,9
40.83333333,-104.7166667,0,0,30,0,0
47.03333333,105.95,29,0,0,0,0
34.33333333,-106.8333333,33,0,0,0,0
-22.28333333,117.6666667,18,0,0,0,0
42.45,116.6666667,50,0,0,0,0
35.9,-84.33333333,0,2,2,0,0
-42.7,147.2666667,0,12,8,0,0
-35.22,149.13,0,24,18,0,0
45,-93,10,0,10,0,0
41.35,36.25,15,0,0,0,0
33.624,-117.755,6,0,0,6,0
50.85,5.9,4,0,0,0,0
40,-105.3,18,0,0,0,0
39.08333333,-96.55,8,0,0,0,0
10.36666667,-66.96666667,7,0,0,0,0
45.71666667,3.016666667,0,18,18,0,24
37.61666667,101.2,0,15,0,0,0
39.25,-121.2833333,0,0,0,12,0
51.76666667,-1.313,0,5,0,3,3
53.33333333,-1.9119,0,5,0,3,3
43.48333333,-119.7166667,0,0,0,0,30
36.95,100.85,0,6,0,0,0
59.8,17.63333333,0,0,8,0,0
46.6,8.4,0,0,65,0,0
46.66666667,6.25,0,0,27,0,0
47.55,7.566666667,0,0,49,0,0
43.45,41.7,4,0,0,2,0
56.43333333,-122,0,0,0,5,5
41,-104,0,0,0,12,12
47.11666667,7.366666667,24,0,32,0,0
33.36666667,103.3833333,0,15,0,0,0
42.96666667,122.35,7,0,0,0,0
43.63333333,116.7,48,0,0,0,0
43.33333333,13,9,0,0,0,0
0.283333333,37.88333333,2,0,0,0,0
39.18333333,-97.51666667,0,0,0,30,0
38.81666667,110.3833333,54,0,0,54,0
25.75,28.26666667,12,0,0,18,0
44.8,116.0333333,0,0,0,18,0
-45.68333333,-70.26666667,0,0,0,0,12
44.16666667,116.4666667,12,0,0,12,0
45.78333333,3.083333333,0,0,0,8,8
48.81666667,16,0,0,0,9,9
49.5,18.53333333,0,0,0,9,9
49.71666667,15.96666667,0,0,0,9,9
44.5,123.5166667,18,0,0,18,0
44.28333333,87.93333333,36,0,0,36,0
42.03333333,116.2833333,56,15,0,72,0
41.18333333,-104.9,0,86,90,2,0
39.08333333,-96.58333333,2,0,0,0,32
34.96666667,-97.51666667,0,73,0,36,0
37.4,-122.2333333,24,24,45,24,0
43.48333333,-96.58333333,0,0,0,6,3
-40.23333333,175.2666667,0,0,22,0,0
